idx,algo,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword
1496,label,interpolation,poles and zeros,,,,,,,,,,,,,,,,,,
1497,tfidf,selection,sugar cane,cane,sugar,whole system,simulation model,model,whole,system,programs,changes,whole system changes,whole system approach,well combination dynamic,well combination,techniques model directly,targeted sugar cane,targeted sugar,system one parameter,system giving new
1497,label,agriculture,covariance matrices,dynamic programming,genetics,operations research,simulation,tree searching,,,,,,,,,,,,,
1498,tfidf,career,professional,education,small college,scouting,professional involvement,professional association self,professional association,library archival,continuing education,career transitions,career planning,career movement,association self interest,association self,work experience,self interest,professional education,archivist,job market
1498,label,academic libraries,continuing education,employment,human resource management,information science,personnel,professional aspects,,,,,,,,,,,,,
1499,tfidf,cd,tax forms,tax,forms,web looks unstoppable,web looks,vendors rapidly moving,vendors rapidly,unstoppable besides counting,unstoppable besides,unstoppable,thousands electronic tax,thousands electronic,tax forms offer,tax forms cd,rapidly moving documents,rapidly moving,offer vendors rapidly,offer vendors,moving documents web
1499,label,accounting,tax preparation,,,,,,,,,,,,,,,,,,
1500,tfidf,labor,labor market,evolving institution,market,jobs,institution,evolving,firms,increase,utility labor market,utility labor,unemployment secondary temporary,unemployment secondary,unemployment,temporary bad jobs,temporary bad,sudden decline integration,sudden decline,sudden,stylized french labor
1500,label,demography,employment,simulation,social sciences,,,,,,,,,,,,,,,,
1501,tfidf,odorant,discrimination,capacity,olfactory bulb,linear separability,discrimination single,critical capacity,bulb,separability,olfactory,concentrations,critical,accomplished,curves,single,linear,study,processing,range,computational
1501,label,chemioception,neural nets,,,,,,,,,,,,,,,,,,
1502,tfidf,asymptotic,statistics,range dependence,periodogram regression,periodogram,long range dependence,confidence intervals,long range,long,intervals,values,regression,confidence,dependence,test,range,winner unfortunately asymptotic,winner unfortunately,white noise dfa,various estimators long
1502,label,economics,finance,fluctuations,gaussian noise,investment,white noise,,,,,,,,,,,,,,
1503,tfidf,wap,management system,contents,wml,sites,management,markup language,markup,html,intelligent,wap sites,wap site management,wap site,site management system,screens,phone screens,original contents,mobile phone screens,markup language html,intelligent wap site
1503,label,computer network management,hypermedia markup languages,internet,mobile computing,mobile radio,,,,,,,,,,,,,,,
1504,tfidf,module,cost,design,system,developed system,machining,product,product cost,cost estimation,assembly,based system,processes,selection,developed,modelling,feature,manufacturing,estimation,validate developed system,validate developed
1504,label,cad,costing,fuzzy logic,knowledge based systems,knowledge representation,machining,moulding,object-oriented programming,product development,solid modelling,,,,,,,,,,
1505,tfidf,electrophoresis,gel electrophoresis,gel,ultrathin layer gel,ultrathin layer,layer gel electrophoresis,layer gel,ultrathin,reaction,pcr,dna,layer,subsequent ultrathin layer,subsequent ultrathin,polymerase chain reaction,polymerase chain,polymerase,microwell polymerase chain,microwell polymerase,microwell
1505,label,biochemistry,biocontrol,biological techniques,dna,electrochemical analysis,electrophoresis,physical instrumentation control,separation,,,,,,,,,,,,
1506,tfidf,virginia tech,illiad,virginia,tech,reach,walls,library strategic,customer reach,interlibrary,anywhere,strategic,customer,customers,library,services,world obtain information,world obtain,widely applicable,walls recognizing fact,walls recognizing
1506,label,academic libraries,interlibrary loan,,,,,,,,,,,,,,,,,,
1507,tfidf,generators,experiment generators,instructional,teacher instructional method,teacher instructional,instructional method,experiment,teacher,psychology,software,made,years psychologists relied,years psychologists,wide range experiment,well designed experiments,using appropriate control,using appropriate,undergraduate training characteristics,undergraduate training,two software programs
1507,label,courseware,internet,psychology,student experiments,teaching,,,,,,,,,,,,,,,
1508,tfidf,conveyor based,conveyor,300 mm,300,mm,automation,delivery,wafer lot delivery,wafer lot,transport technology conventional,transport technology,time throughput advantages,time throughput,throughput advantages former,throughput advantages,technology conventional car,technology conventional,still question software,still question,software simulation compares
1508,label,conveyors,semiconductor device manufacture,,,,,,,,,,,,,,,,,,
1509,tfidf,digital democracy,democracy,internet,digital,query,search systems,internet search systems,internet search,search,internet users,cultural,dominant,documents,users,low,method,well known mathematical,web documents ghosts,utilization majority opinion,utilization majority
1509,label,internet,linear programming,relevance feedback,search engines,,,,,,,,,,,,,,,,
1510,tfidf,transfer data,property,property industry,exchange,electronic data exchange,transfer,electronic data,data,data exchange,electronic,packages,software,industry,standard,within systems organisations,within systems,within packages transfer,within packages,used regularly property,unprecedented change pisces
1510,label,electronic data interchange,information systems,real estate data processing,standards,,,,,,,,,,,,,,,,
1511,tfidf,spiht,spiht algorithm,dsp,implementation,coding,using dsp chip,using dsp,real time implementation,number error bits,number error,error bits,dsp chip,algorithm using dsp,zerotree,time implementation,memory,real time,bits,algorithm using,algorithm
1511,label,data compression,digital signal processing chips,image coding,real-time systems,transform coding,tree data structures,video codecs,video coding,wavelet transforms,,,,,,,,,,,
1512,tfidf,pid,multiobjective,pid controller,controller,specifications,genetic,parameters pid controller,parameters pid,design pid,design,genetic algorithms,plant,validated large number,validated large,usually competitive acceptable,usually competitive,using multiobjective genetic,using multiobjective,type controllers using,type controllers
1512,label,closed loop systems,control system synthesis,genetic algorithms,robust control,three-term control,transfer function matrices,,,,,,,,,,,,,,
1513,tfidf,australian,council australian,consortial purchasing,consortial,australian university,consortia,council,purchasing,role,university,zealand role continues,zealand role,university librarians constituted,university librarians,university community overlap,tandem burgeoning electronic,tandem burgeoning,significantly consortia north,significantly consortia,sharing information assumed
1513,label,academic libraries,electronic publishing,library automation,purchasing,research libraries,,,,,,,,,,,,,,,
1514,tfidf,expiration,inspiration,inspiration expiration,ann sub,ann,human expert,breath detection,respiratory,breath,human,recordings,windows,expert,sub,windows interest,sub insp ann,sub insp,sub expi,respiratory volume,recordings comparison
1514,label,backpropagation,feedforward neural nets,medical signal detection,pneumodynamics,sleep,,,,,,,,,,,,,,,
1515,tfidf,scherrer,prof,prof scherrer,medical,raoul scherrer,raoul,jean raoul scherrer,jean raoul,jean,humanist,diogene,development medical,medical informatics,informatics,information,innovative,development,patient,improving,distributed
1515,label,biographies,health care,history,medical image processing,medical information systems,user interfaces,,,,,,,,,,,,,,
